circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0052,3418,2ecc39dd2991d607,Anchor Volleyball Club,Sports (Ball Games),Volleyball,"We at the Anchor Volleyball Club operate under the motto, “Give it your all in both volleyball and fun!” On the volleyball side, we primarily hold practice twice a week on Tuesdays and Thursdays in Nishi-Ogikubo, and we actively participate in various tournaments, including those held in Setagaya. Our members range from beginners to experienced players who have been selected for the prefectural team, and we play on separate courts for men and women.On the social side, we organize many events, including barbecues, beach volleyball, Christmas parties, and trips to Disneyland. During our five annual training camps, in addition to intensive volleyball practice for tournaments, we also engage in seasonal activities such as swimming in the summer and skiing or snowboarding in the winter. In the evenings, we hold recreational activities to foster camaraderie among club members. If you want to enjoy your college life to the fullest, join Anchor!",Every Tuesday and Thursday / 6:30 PM – 9:00 PM / Ogikubo Junior High School,None,machine_translated,not_reviewed,
C0053,3583,a747e4d2f6e50791,Waseda M+,Sports (Ball Games),Volleyball,"Hello everyone, this is the Waseda M+ Volleyball Club. We hold volleyball practice every Tuesday and Thursday, primarily at the Tokorozawa Campus. One of our main attractions is that everyone can enjoy participating in the club regardless of year level, so whether you’re an experienced player or a beginner who’s recently developed an interest in volleyball, please feel free to drop by. In addition to playing volleyball, we host a variety of seasonal events throughout the year, including cherry blossom viewing, barbecues, and winter sports.We also actively welcome international students, so if you’re interested in experiencing different languages and cultures, you’ll be able to do so while staying active. Starting college life, you might want to try something new but often find it hard to take the first step. If that sounds like you, please join our club and interact with our senior members, who have a wide range of interests. A whole new kind of life is waiting for you. All of us are looking forward to welcoming new members!",Every Tuesday / 4:30 PM – 8:00 PM / Tokorozawa Campus Sports Hall / Every Thursday / 5:30 PM – 7:30 PM / Gymnasium in Tokorozawa City,None,machine_translated,not_reviewed,
C0054,3402,0ad16fdbe0211b39,Paddy Golf Club,Sports (Ball Games),Golf,"We meet every Monday and Thursday at the driving range near Nishi-Ogikubo Station! Sessions are held in two time slots: 5:00 PM–7:00 PM and 7:00 PM–9:00 PM, so you can come whenever you like! Participation is open to everyone.
/
/
/
/We also hold a monthly event where we go to a golf course to play. Depending on your results, you might even win some great prizes!
/
/
/
/We hold training camps three times a year. We go once during summer break and once during winter break, and in February, we go on an overnight trip for skiing and snowboarding!!
/
/
/
/Also, since our club belongs to the East Japan Student Golf Association (HGA), we can interact with golf clubs from other universities. The HGA holds league tournaments in the spring and fall, and Padi won the championship last year!!
/
/
/
/Through the HGA, you can also participate in part-time jobs assisting at professional tournaments (short-term, overnight positions).
/
/
/
/You’ll get to see the professionals’ powerful play up close, making it a truly valuable experience. If you join Paddy, please be sure to participate!!
/
/
/
/In addition to golf, we hold events such as summer cruise parties, Christmas parties, year-end parties, and New Year’s parties.
/
/
/
/Both beginners and experienced players are very welcome! More than half of our members are beginners, so please feel free to come practice with us!
/
/
/
/Join Paddy and make the best memories of your life!!","Every Monday & Thursday / 5:00 PM – 7:00 PM, 7:00 PM – 9:00 PM / Nishiogi Golf Center",Club website closed,machine_translated,not_reviewed,
C0055,3403,70962f4aee80bcd1,Bogey Golf Club,Sports (Ball Games),Golf,"Most of our members started playing golf in college! We usually meet on Wednesdays from 4:00 PM at the Shinjuku Isetan Men’s Building and on Fridays from 5:00 PM at Metro Green Toyocho!
/
/
/
/Bogey’s strength lies in our relatively small size, which allows you to get to know every member across all grade levels! In addition to twice-weekly practice sessions and monthly rounds, we also organize various events!We hold training camps three times a year: in May during the new student orientation period, and in August and September! Participation in all activities is optional, so you can keep up with the club at your own pace! Club members also often go out for rounds on their own, allowing you to enjoy a fulfilling college life!
/
/
/
/Membership is open to students of all years, and you can join at any time!
/
/
/
/Please come check us out and consider joining!",Every Wednesday at 4:00 PM at Shinjuku Isetan Men’s Building / Every Friday at 5:00 PM at Metro Green Toyocho,None,machine_translated,not_reviewed,
C0056,3167,1af12321f7e08d6f,Bowling Club,Sports (Ball Games),Other Ball Sports,"The Waseda Bowling Club (WBC) is a university-recognized bowling club with a history spanning over 60 years.
/
/We are also part of the Intercollegiate Bowling League, so we interact frequently with students from other universities!
/
/We are affiliated with the Kanto Student Bowling Federation—an organization run entirely by students—as representatives of Waseda University,
/
/and our members participate in various tournaments, including team and individual competitions.
/
/In the 2016 academic year, we entered our sixth ""golden age,"" achieving outstanding results: we won the 5-player team event at the Summer Kanto Student Bowling Championships, won the 5-player team event at the Fall Regular League, and placed second in the All-Japan University 5-player team event.
/
/That said, there are no specific qualifications or experience required to join the club!
/
/Most of us are beginners who started bowling in college, so lack of experience is absolutely no problem—in fact, we welcome it!!
/
/In addition to practicing about twice a week, we actively interact with students from other universities by holding joint practices with students from Keio, the University of Tokyo, Komazawa, Senshu, and Dokkyo Universities,
/
/and by forming teams together to compete in tournaments.
/
/No matter how bad you are at first, or even if you have no athletic ability, you can improve at bowling.
/
/Our upperclassmen will support you with anything you don’t understand, from bowling equipment to choosing your own ball!
/
/Why not try curving the ball and scoring over 200?
/
/We at the Waseda Bowling Club look forward to hearing from you not just during orientation season, but all year round!","Generally every Monday and Thursday, 7:00 PM – 9:00 PM. Location: (until March 2023) Nakano Sunplaza Bowl; (from April 2023) Takadanobaba Grand Bowl",None,machine_translated,not_reviewed,
C0057,3168,4970d680e3439198,Polar Bears Ice Hockey Club,Sports (Ball Games),Other Ball Sports,"The Waseda Polar Bears practice daily with the goal of winning the league championships and the final tournament, which are held twice a year in the spring and fall.
/
/
/
/Experienced players are welcome, of course, but beginners are also very welcome! (Experienced players will provide one-on-one coaching at the beginning!) We take our twice-weekly practices seriously, but the atmosphere is very friendly and welcoming once practice is over. We are recruiting both players and managers. We regularly update our social media accounts, such as Instagram and Twitter, with not only match results but also daily posts, so please check them out!
/
/
/
/Let’s create the best memories of your college life together!",Every Thursday / 9:00 PM – 11:30 PM / Mitsui Fudosan Ice Park Funabashi,None,machine_translated,not_reviewed,
C0058,3164,177ac34ee0e54c67,Table Tennis Club (WTTS),Sports (Ball Games),Other Ball Sports,"WTTS is in its 58th year and is Waseda University’s only officially recognized table tennis club! We welcome everyone—from beginners to those with experience in the National High School Championships! We practice about two or three times a week, organizing fun events to make practice enjoyable, and we play table tennis in a relaxed yet sometimes serious atmosphere!Plus, we have a dedicated staff member to support beginners, so don’t worry! We also have plenty of opportunities to compete, including participating in open tournaments held in various regions, the “Capital University Tournament” where clubs from universities across the Tokyo metropolitan area gather to play, and “Internal Tournaments” to determine the strongest player in our club! Furthermore, WTTS is officially recognized and partnered with Japan Women’s University, so women and students from other universities are welcome to join with confidence—we’d love to have you! It’s also a great chance for Waseda students to make friends with students from other universities!You’ll meet all kinds of people! We’re also serious about our events. During the April recruitment period, we host fun events like cherry blossom viewing, BBQs, and a Yokohama tour exploring Minato Mirai. Plus, with ski trips and week-long training camps in spring and summer, you’re sure to make plenty of great memories beyond just table tennis! Joining WTTS is guaranteed to make your college life fulfilling! We accept new members anytime. Please feel free to stop by!","Every Thursday, Tuesday, or Friday / Starting around 3:00 PM or 6:00 PM / Student Union Building Room E408 / Shinjuku Cosmic Sports Center, etc.",Club website closed,machine_translated,not_reviewed,
C0059,3422,15a682006fffcdf9,Sports Lovers,Sports (Ball Games),Other Ball Sports,"Sports Lovers was founded in 1972 and is a long-standing club now in its 42nd generation of executive members.
/
/Every Tuesday and Friday, we play basketball and volleyball at a gym near Waseda University.
/
/The schedule may vary, but we generally meet for two hours from 5:00 PM to 7:00 PM, splitting the time equally between basketball and volleyball.
/
/While we have some experienced players, there are also many beginners, so we follow the ""Sports Lovers Rule"" that ""having fun is the top priority."" We keep things relaxed and enjoyable, just like high school PE class. We have so much fun together that there’s always laughter during our sessions!
/
/The gender ratio is roughly 50/50, and since we’re an intercollegiate club, students from other universities are, of course, more than welcome.
/
/Why not join Sports Lovers and play basketball and volleyball with us? We’re looking forward to seeing you!",Every Tuesday & Friday / 5:00 PM / Toyama Sunrise,None,machine_translated,not_reviewed,
C0060,3419,92a81deacb8a4235,Munich Handball Club,Sports (Ball Games),Other Ball Sports,"Munich is a fun club where handball enthusiasts gather! No distinction between men and women, or between upperclassmen and underclassmen! We welcome participants from other universities and vocational schools, and our selling point is a cozy, welcoming atmosphere where everyone can enjoy themselves. In the spring and fall league tournaments, we consistently achieve strong results by winning matches against other universities. We don’t have a fixed starting lineup—everyone plays, and everyone has contributed to our victories. That’s what we’re proud of at Munich!Beginners and those returning to the sport after a break are more than welcome! During university breaks, we have summer training camps, summer trips organized by second- and third-year students, snowboarding camps, and spring training camps—we take our events seriously and have a blast! We practice once a week, which is just the right amount, and on other days, we often go out for meals or hang out together—we’re a very close-knit group! We’re recruiting new members year-round, not just during orientation week. If you’re interested in playing handball, come check us out at Higashifushimi!",Every Monday / 6:00 PM – 9:00 PM / Higashifushimi Sports Hall,None,machine_translated,not_reviewed,
C0061,3423,6ffab430d5c48755,Kyuaikai,Sports (Ball Games),Other Ball Sports,"We hold monthly sessions for five sports: baseball, basketball, soccer, tennis, and volleyball. We are the largest multi-sport club at Waseda University. We have a friendly, family-like atmosphere and enjoy a relaxed mood during our activities. In addition, we have plenty of events, including seven training camps per year. As a large club, our large-scale training camps are always a huge success.Furthermore, our baseball team competes annually in the Waseda League and the Unified Tournament, while our volleyball and basketball teams collaborate with two other clubs each year to host the “Waseda Ball Cup,” where we showcase the results of our daily training. Since our activities are relaxed, anyone—whether you just want to get some light exercise or aren’t particularly athletic—can enjoy them. Additionally, as a long-standing club with a 37-year history, we hold an alumni gathering every year, providing an opportunity to consult with senior members who are now working professionals about career paths.",Irregular,None,machine_translated,not_reviewed,
C0062,3421,cc16b44a6dddac33,Squash Club,Sports (Ball Games),Other Ball Sports,"The Waseda University Squash Club, commonly known as ""Waseda Squash,"" is the only squash club at Waseda University. Since most people start playing squash in college, the majority of our members are beginners. All club members are Waseda students, and of course, you’re welcome to join multiple clubs! Practices are held on a drop-in basis, so you can participate whenever you like at your own pace—please feel free to come join us!In addition to regular practice, Waseda Squash Club hosts various events such as barbecues and Christmas parties. The highlight, without a doubt, is our summer training camp held in September. Since the ocean is right in front of our lodging, we enjoy the summer together while practicing squash! Furthermore, Waseda Squash Club boasts many players who have competed in national tournaments and achieved impressive results. Whether you want to seriously dedicate yourself to squash or just enjoy events with everyone, that’s what Waseda University Squash Club is all about!","Every Monday, Wednesday, Thursday, and Friday / 3:00 PM – 6:00 PM / Akabane, Shirokanedai, Asagaya",None,machine_translated,not_reviewed,
C0063,3169,31fead7830fd38a7,Wyverns Cricket Club,Sports (Ball Games),Other Ball Sports,"The Wyverns Cricket Club is Waseda University’s only cricket club! Both our men’s and women’s teams have won the All-Japan Student Championships. While we take the sport seriously, our motto is “Let’s enjoy every day.” We currently have 71 members, and we warmly welcome both experienced players and beginners who want to start a new sport in college.
We practice three times a week (Wednesdays, Fridays, and Sundays), but attendance is not mandatory. Since you can participate at your own pace, it’s easy to balance the club with your studies and part-time jobs. We pride ourselves on our close-knit community, which transcends year levels and gender. Even on days without practice, we enjoy lunch together, and we have plenty of events beyond cricket, such as training camps, trips to Disney, and darts outings.
We also have international students on our team, making natural cultural exchange a unique charm of our club. There are plenty of opportunities to interact with teams from other universities and adult leagues as well. If you’re interested, please come check out a practice or event! We post the latest updates on social media (Instagram, etc.). All our players and managers are looking forward to welcoming new members!",Wednesdays / 1:30 PM / Takadanobaba  Fridays / Varies / Waseda  Sundays / 1:00 PM / Kita-Senju,None,machine_translated,not_reviewed,
C0064,3165,443e94ef46073a83,Badminton Club,Sports (Non-Ball Games),Badminton,"An officially recognized university club! We’re an all-Waseda group where everyone from beginners to experienced players enjoys practicing together.We also have plenty of events outside of badminton, such as welcome parties in the spring and BBQs in the summer! We also hold training camps twice a year! Over 100 people participate in the annual training camp, spending a fulfilling week together. And get this! We even have our own club room in the Student Union Building! Our main practice locations are the Koto Ward Sports Hall, Akabane Gymnasium, Toda City Sports Center, and Wako City General Gymnasium. Major annual events include: April: Welcome Party After-Party; May:Welcome Recreation Event, Waseda-Keio Baseball Game, June: Singles Tournament, August: Mixed Doubles Tournament, Summer Training Camp, September: Team Matches, October: Final Party for the Executive Committee, November: Doubles Tournament, December: Mixed Doubles Tournament, February: Spring Training Camp, Farewell Match, March: Final Responsibilities (No activities in January or July due to exam periods).There are still tons of things I can’t possibly list here! Of course, we also have matches against other clubs! Because we’re a large group, there are plenty of opportunities to meet new people. Please come to practice sometime!","1–2 times a week / Koto Ward Sports Hall, Akabane Gymnasium, Toda City Sports Center, Wako City General Gymnasium, etc.",Club website closed,machine_translated,not_reviewed,
C0065,3551,2122e49afb2516a1,Badminton Club J-Birds,Sports (Other than Ball Games),Badminton,"The Badminton Club J-Birds is the only badminton club at Waseda University’s Tokorozawa Campus! We have members of all skill levels, from beginners to experts, and we practice together regardless of ability! We train daily in preparation for the Waseda University internal tournament held twice a year (commonly known as the “Da-Cup”), tournaments organized by the Kanto Badminton Club Federation (UBF), and other regional tournaments.In addition to practice, we host a variety of events, including the “J-Cup,” an internal friendly tournament, three annual training camps, and other member-organized events. We’re a free-spirited and welcoming club that offers both intense and laid-back activities, so everyone is sure to have a great time!","Every Tuesday, Thursday, and Saturday / 4:00 PM / Tokorozawa Campus Sports Hall",None,machine_translated,not_reviewed,
C0066,3171,a200bddca3f1691c,Choco Let's,Sports (Other than Ball Games),Badminton,"Choco Let's is an all-Waseda badminton club with no drinking, and a 1:1 ratio of both men to women and beginners to experienced players. We have many beginners, and our experienced members are happy to teach you, so if you’ve never played before but have even a little interest in badminton, please come join our orientation practice! Our regular practices consist of doubles matches, and unlike traditional clubs, there is absolutely no running or mandatory attendance!Our philosophy is “come when you want and play badminton,” so even if you’re busy with your major or other clubs, you can easily balance it all! Plus, since our regular practices are held near the university (mainly near the Science and Engineering Campus), you won’t have to worry about transportation costs or time spent getting to the venue! In addition to badminton, we also host events like Christmas parties and sports days, so if you’re interested, please check out our website!!","About twice a week on Tuesdays, Wednesdays, Fridays, or Sundays / From late afternoon into the evening / Gyms near Takadanobaba",None,machine_translated,not_reviewed,
C0067,3420,51797a23f2999b20,Young Badminton Club,Sports (Other than Ball Games),Badminton,"We practice about once or twice a week. We have plenty of seasonal events, and all the members get along great!!",No information,None,machine_translated,not_reviewed,
C0068,3196,5f562a686f4efb15,Competitive Dance Club (WBDC),Sports (Non-Ball Games),Dance,"Ballroom dance + sports = competitive dance????
/
/
/
/Male and female members form couples, and their dancing looks just like a scene from a movie? Once you see it, you’re sure to be hooked!
/
/Since it’s “competitive,” there are many tournaments, and the Waseda University Competitive Dance Club has achieved excellent results at both the Kanto Regional Championships and the National Championships.
/
/At the National Championships, universities from all over Japan gather to compete fiercely!!
/
/According to our alumni, it supposedly gives you an edge in job hunting...
/
/
/
/You’ll make lots of dance friends at other universities too!
/
/No dance experience? No problem! 99% of our members started competitive dance in college.
/
/The Competitive Dance Club is where you can seriously aim for the championship, even if you’re a complete beginner!
/
/
/
/The beautiful dresses and tailcoats worn at competitions are one of the attractions of the competitive dance club!
/
/You get to wear dresses and tailcoats you’d never get to wear in everyday life.
/
/Club members bring their DSLRs to competitions, so you can get tons of cool photos taken??
/
/
/
/Standard dances are elegant, like dancing at a ball. Latin dances express intense love and passion.
/
/Joining the competitive dance club will help you develop beautiful posture—men will look dashing, and women will achieve a toned, elegant figure!
/
/
/
/The Waseda University Competitive Dance Club is a historic club with an 80-year tradition! Why not spend your student life at Waseda University dancing passionately alongside your fellow club members?
/
/Please feel free to come visit us!","Practice Sessions: Every Tuesday @ Kyoritsu Women's University
/
/
/
/
/
/
/
/Individual Practice:
/
/
/
/Thursdays & Saturdays @ Kyoritsu Women's University
/
/
/
/Anytime @ Student Union Building",None,machine_translated,not_reviewed,
C0069,3755,20c9afdb03cc95a5,Waseda University Awa Odori Circle: Waseda Ren [Team A.W.A],Sports (Non-Ball Games),Dance,"As a member of the Kanto Student Joint Group, Waseda Ren participates in Awa Odori festivals held in Tokushima and Koenji alongside Keio University, Sophia University, Chuo University, Tokyo University of Science, Meiji University, Toyo University, and Yokohama National University.Our members include students from all over Japan, not just those from Tokushima. We warmly welcome everyone—from experienced dancers to those who have never heard of Awa Odori before, and anyone looking to make friends from other universities or their hometowns! Why not join us and experience Awa Odori, the quintessential Bon dance?",Irregular schedule / Student Union Building,None,machine_translated,not_reviewed,
C0070,3450,adbcaea20f5561c0,Waseda University Breakerz (W.U.B),Sports (Non-Ball Sports),Dance,"W.U.B. is Waseda’s oldest street dance club, celebrating its 41st anniversary this year. We usually practice by genre in studios or the Student Union Building. Unlike other clubs, we don’t mix genres, so you can master the style you love. We also offer lessons from professional dancers, allowing both beginners and experienced members to improve their skills.W.U.B. holds regular practice sessions—not just before events—so you can work on basics and other routine drills alongside your peers. We focus on both battles and showcases, and our ability to perform in a wide range of settings is one of our strengths.
In addition to the Waseda Festival, we hold our own solo performances and showcase events at clubs, and we also participate in external events, so you can dance as much as you like. We are also members of the Six Universities Street Dance Federation and compete in tournaments such as the Waseda-Keio Battle and All Japan.
In this club, you can freely pursue the dance style you love to the fullest. Please come and experience W.U.B.’s unique atmosphere, which combines a laid-back vibe with a touch of discipline!
April: New Member Welcome RIDE
May: New Member Welcome Retreat
June: Waseda-Keio Rivalry Match
July: Freshman Showcase
August: Summer Night
September: Summer Retreat, Six Universities League
November: Waseda Festival
December: Farewell Performance
February: Winter Night
March: All-Japan Championship
Irregular: Club Battle Events (once every 3–4 months)","Every Monday, Wednesday, and Friday / 7:00 PM – 9:00 PM / Student Union Building, Studio",None,machine_translated,not_reviewed,
C0071,3449,74eb5b5fa35dc01c,Flamenco Group iVAMOS!,Sports (Non-Ball Sports),Dance,"Every Tuesday during periods 5–7 in the Student Union Building, we practice authentic flamenco under the guidance of a choreographer who is also a professional flamenco dancer. Lessons cover the basics and include choreography, so both beginners and experienced dancers can enjoy the group.We perform at various events like the Waseda Festival and Winter Live with great enthusiasm! The costumes we wear for performances are glamorous, vibrant, and adorable—you’ll definitely want to try them on the moment you see them!! We also interact with students from other universities through the Flamenco Student Federation, so you’ll have the chance to make friends from all over! We’re currently recruiting not only dancers but also backup singers and guitarists!
/
/
/
/If you’re interested, please feel free to come try a lesson or observe a practice! You can contact us via DM on any of our social media accounts. Let’s dance flamenco together!♪",Every Tuesday / Periods 5–7 / Student Union Building,None,machine_translated,not_reviewed,
C0072,3452,bb5ed1e5c9e767c7,Dance Team Brilliant Pinks,Sports (Non-Ball Sports),Dance,"Brilliant Pinks, commonly known as ""Bripin,"" is the only all-female dance club at Waseda University!
/
/
/
/We practice daily in preparation for our solo performances in June and December, as well as for the Waseda Festival. We primarily focus on four genres—girls, hip, lock, and punking—and you can choose which style to perform for each stage. We’re looking forward to welcoming new students who are motivated and passionate about dance! Beginners are also very welcome! Let’s make your college life fulfilling together!","Every Monday, Wednesday, and Friday, 5th, 6th, and 7th periods, at the Student Union Building or studios in Tokyo",None,machine_translated,not_reviewed,
C0073,3451,51c0e636749c0834,早稲田大学ジャズダンスサークルOasis,Sports (non-ball games),Dance,"Thank you for visiting our page! Oasis is Jazz Dance Circle officially approved by Waseda University. To begin with, jazz dance in modern years is defined as dance that consists of diverse genres of dance and music with the sensibility of absolute freedom. Therefore, you will be able to choose what you dance from a variety of genres in Oasis: hip hop, street dance, R&B, ballet, contemporary dance as well as jazz. Our members also have diversity in their backgrounds; they may come from other universities, and in addition, some have rich experiences of dance in the past, and other had never danced before Oasis. Despite the fact, it is true that we perform on the same stage together, because we all practice very hard. Our coach supervises our regular practices two days a week, on Mondays and Thursdays at studios near Waseda, and there are more additional practices especially when we have forthcoming performances. Our major activities are listed below: live for freshmen (‘Shinkan Live’: April), performance in Waseda Student Culture and Arts Festival (June), Summer Live (August), performance in Waseda Festival (November), and a jazz dance contest (November). If you need more information and want to watch our dance videos, please visit our website and follow our SNS (Twitter, Instagram and YouTube) accounts shown below! We are recruiting both men and women in first or second year who enroll any universities. We look forward to seeing you all at our performances!","Every Tuesday, Friday/18:00-21:00もしくは19:00-21:45/facilities around Waseda and Takadanobaba",None,existing_english,needs_review,Prefilled from English text already present in the official description.
C0074,3360,d850c38df4a128e4,Odori Samurai,Sports (Non-Ball Sports),Dance,"Waseda! Waseda! We’re so happy!! Let’s go back to 2002. In an era when Yosakoi had not yet become widespread among students, one man stood up: our founder, Mr. Yoshida. He was deeply moved the first time he saw Yosakoi. Driven by that passion, he founded his own team—Odori Samurai. Now in its 15th generation, the tradition continues to be passed down.We are a student Yosakoi team that travels all over Japan—from Hokkaido in the north to Kochi in the south—dancing our hearts out. We work every day with the goal of bringing energy, inspiration, and a sense of wonder to our audience.This year’s performance is titled “ROCK YOU.” We aim to draw the audience into the world created by Odori Samurai, to shake their hearts and the world itself. We will express our quest for our own radiance through everything we have—from choreography and music to costumes, the dancers’ voices, and our passion.",Every Wednesday and Saturday / 6:00 PM – 8:00 PM / Mainly at gymnasiums in Setagaya Ward,None,machine_translated,not_reviewed,
C0075,3454,1af4035121869c18,Waseda University Hawaiian Folk Dance Society,Sports (Non-Ball Games),Dance,"Aloha~!
/
/
/
/We are the Waseda University Hawaiian Folk Dance Society, commonly known as Wasehula, the only officially recognized hula dance club at Waseda University!
/
/
/
/Celebrating our 20th anniversary this year, we’re a group of about 80 female Waseda students who practice in the Student Union Building during the 4th and 5th periods on Tuesdays and Fridays.
/
/
/
/In addition to our summer performances, Waseda Festival, and solo shows, Wasehula also participates in university-sponsored events, as well as performances at Spa Resort Hawaiians and in Hawaii!
/
/
/
/We warmly welcome anyone who wants to try hula dancing, loves Hawaii, loves dancing, enjoys being active, or wants to try something new!
/
/
/
/Since most of our members are beginners, everyone starts from the same starting line—that’s what makes Wasehula special!
/
/
/
/To all new students! Let’s bring a breath of Hawaii to Waseda together!!",Every Tuesday & Friday / 4th & 5th periods / Student Union Building,None,machine_translated,not_reviewed,
C0076,3363,371c788707475886,Waseda University Yosakoi Team Tokyo Hanabi,Sports (Non-Ball Games),Dance,"We are a Kochi-style Yosakoi team—a rarity among student teams!
/
/
/
/Kochi-style Yosakoi is characterized by dancing in a parade format while holding naruko clappers. We pride ourselves on our graceful performances, which blend powerful male movements, elegant female movements incorporating fans, and the interplay of the matoba (banners).
/
/
/
/Once a year, we create a performance where we handle everything ourselves—costumes, music, choreography, and MC—and participate in Yosakoi festivals across the country, including the Kochi Yosakoi Festival, to showcase our work.
/
/
/
/We get along very well regardless of grade level, and in a warm, friendly atmosphere, we practice diligently every day while taking our dancing seriously!
/
/
/
/If you want to try something new, are looking to commit to something wholeheartedly, want to meet wonderful friends, or simply love to dance… don’t worry—even if you’ve never danced before, you’re welcome! Most of our members started with no prior experience!
/
/
/
/Why not join us as a “Hanabi-ko” and bring smiles to audiences on stages across the country!! Let’s enjoy the final chapter of your college life together!!",Every Tuesday & Saturday / 7:00 PM / Student Union Building and surrounding university facilities,None,machine_translated,not_reviewed,
C0077,3456,a91028b9ca8a83c5,Sesiion,Sports (Other than Ball Games),Dance,"We perform at various events throughout the year, including freshman welcome shows, Waseda Festival, the Waseda-Keio Rivalry Match, and the JDC (Japan Dancer’s Championship). We also hold a large-scale solo performance every September.
/
/
/
/One of SesSion’s major attractions is our highly polished showcases. For each event, we create the choreography, staging, costumes, and music from scratch, and we practice daily to continuously improve together.
/
/
/
/At this year’s JDC, we advanced from the Kanto preliminaries in first place, and at ALL JAPAN (All Japan Street Dance Championship), we placed third nationally in the intercollegiate showcase contest.
/
/
/
/In recent years, more club members have been taking on dance battles. Whether you want to have fun dancing with everyone in a showcase or challenge yourself to improve your skills, SesSion is a great place where everyone can engage with dance in their own way.
/
/
/
/Another appealing aspect is our welcoming, family-like atmosphere where we maintain a serious attitude toward dance while cherishing the bonds with our fellow members! As an intercollegiate club, we have a diverse group of members—both Waseda students and students from other universities—who come together to have fun!
/
/
/
/If you’re serious about dance, join SesSion!
/
/If you’re serious about enjoying college life, join SesSion!
/
/Let’s dance together!!!","Irregular days, 2–3 times a week / 7:00 PM–10:00 PM, etc. (Late-night practices also available) / Studios in Tokyo",YouTube link broken,machine_translated,not_reviewed,
C0078,3458,d4cb308993fd8bf2,TAP-LOVERS,Sports (Non-Ball Sports),Dance,"TAP-LOVERS is an officially recognized tap dance club at Waseda University. We focus on regular performances and stages at the Waseda Festival. Please check our X and Instagram for information about TAP-LOVERS. If you have even the slightest interest in tap dance, please come check us out!! We’ll lend you shoes if you come for a trial session. Just bring comfortable clothes and come on over! Please contact us via email or similar before coming to practice.Please check the schedule for upcoming practice dates! TAP-LOVERS welcomes members from their second and third years of university. In fact, many students start with us in their second or third year. If you want to learn a new skill or make the most of your college life, feel free to join us anytime!",Every Tuesday & Friday 5:00 PM – 8:35 PM / Every Sunday 1:10 PM – 4:45 PM / Student Union Building,None,machine_translated,not_reviewed,
C0079,3460,3f742b7c07a3c22c,Waseda University Ballet Club Ciel,Sports (Non-Ball Games),Dance,"Ciel, Waseda University’s only ballet club, is made up of a diverse group of members ranging from beginners to those returning after a hiatus, as well as advanced dancers. We practice three days a week—primarily Mondays, Wednesdays, and Fridays—at studios and cultural centers in Tokyo in preparation for our annual main performance, the new student welcome performance, Waseda Festival, and other events. We are also recruiting male students and students from other universities!If you’ve always wanted to try ballet, had to quit due to entrance exams, want to dance with peers, or are looking to take on a new challenge, now is your chance to start! Whether you love ballet or just want to dance, please join us! A performance created entirely by students is sure to be an unforgettable memory! Why not experience the thrill of a performance created by everyone together?","Mondays, Wednesdays, and Fridays (We may also hold practices on weekends during performance rehearsal periods.) / 5:30 PM / Cultural centers in Tokyo",None,machine_translated,not_reviewed,
C0080,3459,8b62e3244891b6b2,Waseda University Getappaz,Sports (Other than Ball Games),Dance,"Good morning! We are ""Gettapaz,"" Waseda University's dancing geta group!
/
/
/
/As the world's only ""dancing team wearing geta,"" we perform not only at university events but also at major festivals across the country, including in Niigata and Kyoto. We also host our own unique solo performances every year at Okuma Auditorium, bringing smiles to many people every day!
/
/
/
/Although “Gettapaz” might appear to be part of the “Yosakoi” genre due to our dazzling traditional Japanese costumes, we set ourselves apart by wearing “geta” (wooden sandals) instead of “naruko” (clappers) and by not performing traditional chants.
/
/
/
/Furthermore, since many of our members are beginners and don’t specialize in any particular dance genre, we may be quite different from a typical “dance club.”
/
/
/
/But that is precisely what makes “Geta-Paz” so appealing!
/
/
/
/Our geta performances aren’t bound by “experience” or “genre”; we prioritize entertaining the audience by simply enjoying ourselves. “Geta-Paz” embodies the true spirit of Waseda’s “performance clubs.”
/
/
/
/Has anyone here ever danced in geta? That’s right—literally everyone starts as a beginner. Here, there’s definitely a chance for anyone who wants to take the stage.
/
/
/
/There are so many friends we’ve met because of geta, sights we’ve seen because of geta, and memories of our youth we’ve gained because of geta. College life only comes once. Why not put on your geta with us?","Every Monday, Wednesday, and Friday / 7:00 PM / Student Union Building & Facilities in Tokyo",None,machine_translated,not_reviewed,
C0081,3588,28db2d59e4c8eb0c,aka Wa.Se.Da.,Sports (Non-Ball Games),Dance,"〇Activities
/
/We are aka Wa.Se.Da., a street dance club!
/
/Choose freely from 10 genres—new school hip-hop, middle school hip-hop, lock, waack, girls, pop, break, jazz, style, and house—and you can even take multiple genres at once!
/
/
/
/〇Highlights
/
/The cozy, homey atmosphere!!
/
/There’s a sense of security and warmth here—everyone is welcome. Everyone loves aka!
/
/
/
/〇Events (Selected Highlights)
/
/In addition to our twice-yearly self-produced performances, we frequently perform at Waseda events like Toko-Matsuri and Waseda Festival, as well as external dance events! We also have plenty of fun events throughout the year, such as our biannual training camps and BBQs. Participation in all events is optional, so you can manage your schedule as you like!
/
/New freshmen are welcome, of course, but second-year students are also welcome to join! (Second-year students can join the same grade group as their peers!) We look forward to dancing with you all!","Days, times, and locations vary by genre. Rehearsals for performances are held about once or twice a week for each genre!",None,machine_translated,not_reviewed,
