circle_id,waseda_id,source_hash,名前,メインカテゴリ,サブカテゴリ,活動内容,活動日時・場所,サイトメモ,translation_status,review_status,review_note
C0046,3567,099d7fbd77be825e,t:M（團隊）,體育（球類）,網球,我們是t;M，位於所澤校區的網球俱樂部。我們每週在所澤校區的網球場進行三次輕鬆愉快的網球活動。我們的會員費僅為1000日元，這在其他網球俱樂部中簡直是聞所未聞！我們也歡迎初學者，每年都有許多新手加入我們。我們的資深會員會耐心指導您，幫助您快速提升球技。我們也會舉辦各種活動，包括每年三次的訓練營和聖誕派對，精彩紛呈，樂趣無窮。快來加入t;M，開啟您精彩的大學生活吧！,每週一、四、五 / 13:00-19:30 / 所澤校區網球場,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0047,3378,ac068037dc9c86c2,真理網球俱樂部,體育（球類）,網球,大家好！我們是Truth網球俱樂部，一個由早稻田大學官方認可的、氛圍友善的早稻田網球俱樂部！我們是一個中等規模的俱樂部，每年約有20名會員，男女比例為1:1！如果您想打網球，但又對早稻田大學的網球俱樂部感到有些不知所措，那麼Truth絕對是您的理想之選！我們歡迎所有程度的球員加入，無論您是初學者還是經驗豐富的球員！我們每週在距離大學約15分鐘路程的網球場進行三次訓練！即使是初學者也不用擔心，我們的前輩會耐心指導您！我們大約每三個月還會租用一次大型網球場，用於俱樂部內部比賽！除了網球之外，Truth全年還會舉辦許多有趣的活動，包括每年三次的集訓、觀看早稻田大學對陣慶應義塾大學的比賽、早稻田祭以及聖誕派對！最重要的是，加入Truth最大的好處就是您可以認識最好的朋友！您在Truth結交的朋友一定會成為您一生的摯友！讓我們和這些可愛的朋友們一起，擁有最美好的大學生活吧！,每週一、四、五下午 4 點至 6 點 / 池袋及赤羽,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0048,3632,d4db1b16d37dace0,自由放任 T.C.,體育（球類）,網球,專為理工科學生打造！我們是新早稻田網球協會旗下的網球俱樂部，在這裡，你可以同時在網球和學業上取得優異成績！我們的座右銘是“不喝酒，金錢至上，我們熱愛網球”，我們認真對待每一位成員的快樂時光！每週練習2-3次，安排在晚上，以免與​​課程衝突。我們也會在考試前安排複習時間，讓你即使身處網球俱樂部也能專注於學習！當然，俱樂部也提供豐富多彩的活動，例如密室逃脫遊戲、聖誕派對、定期舉辦友誼賽，以及精彩的夏令營！男女成員比例約為1:1，成員等級涵蓋初學者到經驗豐富的球員。如果你想在大學打網球，但又擔心自己能否跟上網球俱樂部的節奏，那就來Lesse Faire看看吧！讓我們一起度過最美好的大學時光吧！俱樂部全體成員期待你的加入！,每週兩到三次（固定為週五），每週兩到三次在城北公園等地。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0049,3389,022e62a6ec7c0a15,早稻田大學優秀網球俱樂部,體育（球類）,網球,您好！我們是早稻田大學官方認可的網球俱樂部－Fantastic Tennis Club。我們每週一至週五上午和下午都有10次練習，您可以根據自己的時間安排來打網球，無論您是忙於學業還是兼職工作！我們擁有友善熱情的氛圍，經驗豐富的球員與初學者的比例為1:1！我們根據水平劃分練習時間，因此無論您是初學者還是經驗豐富的球員，都能按照自己的步調練習！我們不僅注重教授經驗豐富的球員，也致力於教授初學者，我們甚至還贏得初學者杯！除了網球之外，我們全年還會舉辦各種活動，例如夏令營、滑雪之旅和聖誕派對，保證您玩得開心！無論您對網球不感興趣還是想認真練習，何不加入Fantastic，與最好的朋友一起享受最棒的大學生活呢？,每週一至週五 / 上午 8:00 至 10:00，下午 1:00 至 5:00 / 早稻田大學附近的網球場,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0050,3522,0656ecb2384684b0,早稻田大學理工學院排球俱樂部,體育（球類）,排球,科學與工程學院排球俱樂部，暱稱“Harikobare”，多年來一直深受大家喜愛。作為科學與工程學院正式認可的社團，俱樂部主要由科學與工程學院的學生組成，為了盡可能避免與課程衝突，訓練安排在工作日晚上和周六下午。俱樂部由隊員（僅限男性）和經理（僅限女性）組成。雖然成員以理科學生為主，但也包括一些文科學生，俱樂部氛圍友善和諧。俱樂部參加眾多比賽，主要賽事包括每年兩次的俱樂部聯賽（5月和11月）以及科學與工程學院聯賽（6月和12月），此外每年還會舉辦三次集訓（8月、11月和3月）。如果你想認真打排球，但又不想影響學業，同時還想參加訓練營、聚會和各種活動，那麼這個俱樂部就是你的理想之選 (＾◇＾) 如果你正在猶豫加入哪個俱樂部，或者想第一次接觸排球，又或者學習繁忙但仍然想打排球，歡迎來了解一下我們！一般來說，我們只在迎新期（四月和五月）招募新成員！,每週一和週四（大久保小學：下午 6 點至晚上 9 點），週六（大久保小學：上午 9 點至中午 12 點）,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0051,3166,c09e9583adb9e1db,排球俱樂部,體育（球類）,排球,早稻田大學排球社是該校正式認可的排球社。我們每週訓練兩次，分別是每週二和隔週的週四和週六，主要在東京的體育館進行，包括世田谷、板橋和清瀨等地。俱樂部由三年級學生擔任管理職。這些三年級學生個性鮮明——有熱情開朗的會長，有說話有點難懂的副會長，有擅長搞怪的財務，還有性格隨和的經理——他們每天都讓訓練充滿活力。我們的目標是參加每年兩次的俱樂部聯賽，無論是初學者還是經驗豐富的球員，都樂於認真地打排球。俱樂部成員之間，無論男女，無論學長學姊或學弟妹，關係都非常好。週末，我們經常一起開車兜風、去遊樂園、打沙灘排球，做各種各樣的娛樂活動。除了日常訓練之外，我們還會舉辦各種活動，例如集訓營、滑雪之旅、早稻田大學對慶應義塾大學以及早稻田大學對關西大學的比賽。由於集訓營和滑雪之旅都是過夜活動，所有社團成員都能建立起非常深厚的友誼！如果你是即將進入大學並想開始打排球、繼續打排球或結交大學摯友的大一新生，歡迎來參加我們的訓練和迎新營！,每週二 / 下午 6:30 - 晚上 9:00 / 世田谷市駒澤初級中學 / 每隔一周的周四和周六 / 下午 6:00 - 晚上 9:30 / 清瀨市民體育館、植村加賀紀念體育館、和光市綜合體育館等。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0052,3418,2ecc39dd2991d607,安克爾排球俱樂部,體育（球類）,排球,我們的安克排球俱樂部以「全力以赴，盡情享受排球和樂趣！」為座右銘。在排球方面，我們每週二和週四在西荻窪進行兩次訓練，並積極參與包括世田谷區在內的各種比賽。我們的成員等級各異，從初學者到縣級代表隊成員都有，男女球員分別在不同的場地進行訓練。在娛樂方面，我們策劃了許多活動，例如燒烤、沙灘排球、聖誕派對和迪士尼樂園之旅。在每年五次的集訓期間，除了為比賽進行高強度的排球訓練外，我們還會組織各種季節性活動，例如夏季的海泳和冬季的滑雪、單板滑雪，並在晚上組織休閒活動，以增進俱樂部成員之間的友誼。如果你想充分享受大學生活，那就加入安克吧！,每週二、四 / 下午 6:30 - 晚上 9:00 / 荻窪初級中學,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0053,3583,a747e4d2f6e50791,早稻田大學 M+,體育（球類）,排球,大家好，我們是早稻田大學M+排球社。我們每週二和週四在所澤校區進行排球訓練。我們俱樂部的魅力在於，無論年級高低，每個人都能參與其中，所以無論你是經驗豐富的球員，還是剛剛對排球感興趣的初學者，都歡迎加入我們。除了排球之外，我們全年還會舉辦許多季節性活動，例如賞櫻、燒烤和冬季運動。我們俱樂部也積極歡迎國際學生，所以如果你想體驗外國語言和文化，可以在鍛鍊身體的同時實現這個願望。大學生活伊始，你或許想嘗試一些新的東西，但要真正做到卻並非易事。如果你也有這樣的困擾，歡迎加入我們俱樂部，與擁有廣泛興趣愛好的資深成員交流互動。相信全新的生活體驗正等著你。我們全體成員都期待著新同學的加入！,每週二下午 4:30 - 晚上 8:00 / 所澤校區體育館；每週四下午 5:30 - 晚上 7:30 / 所澤市體育館,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0054,3402,0ad16fdbe0211b39,帕迪高爾夫俱樂部,體育（球類）,高爾夫球,"我們每週一和週四在西荻窪站附近的練習場練習！有兩個時段：17:00-19:00 和 19:00-21:00，您可以隨時前來！練習免費。

/
/
/
/ 我們每月也會舉辦一次錦標賽，前往高爾夫球場進行比賽。根據比賽結果，您可以贏得豐厚的獎品！

/
/
/
/ 我們每年舉辦三次訓練營。一次在暑假期間，一次在寒假期間，二月還會舉辦滑雪/單板滑雪過夜之旅！

/
/
/
/ 我們俱樂部也是東日本學生高爾夫球俱樂部聯盟（HGA）的成員，因此我們可以與其他大學的高爾夫球俱樂部進行交流。 HGA 在春季和秋季舉辦聯賽，Paddy 去年贏得了冠軍！

/
/
/
/ 此外，您還可以透過 HGA 參與兼職工作（短期、過夜工作），協助舉辦職業比賽。

/

/

/
您可以近距離觀看職業高爾夫球手的精彩揮桿，這將是一次難忘的體驗。加入帕迪高爾夫俱樂部，一定要積極參與！

/

/

除了高爾夫，我們還舉辦夏季遊輪、聖誕派對、年終派對和新年派對等活動。

/

/

無論您是初學者還是經驗豐富的球手，我們都歡迎您的加入！我們超過一半的會員都是初學者，所以歡迎您隨時來練習！

/

/

加入帕迪高爾夫俱樂部，創造您人生中最美好的回憶！",每週一及週四 / 17:00-19:00，19:00-21:00 / 西尾木高爾夫中心,Circle 網站已關閉,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0055,3403,70962f4aee80bcd1,博吉高爾夫俱樂部,體育（球類）,高爾夫球,"這個俱樂部的成員大多是大學時期才開始打高爾夫的！我們通常每週三下午 4 點在伊勢丹新宿男子館練習，每週五下午 5 點在 Metro Green Toyocho 練習！

/
/
/
/ Bogey 的優點在於，由於俱樂部規模相對較小，無論年級如何，你都能和大家成為朋友！除了每週兩次練習和每月一次的比賽之外，我們還會舉辦各種活動！我們每年舉辦三次訓練營，分別在五月新成員招募期間、八月和九月！所有活動都是自願參加的，所以你可以輕鬆地堅持下去！此外，成員有時也會一起打球，讓你的大學生活更加充實！

/
/
/
/ 無論年級如何，你都可以隨時加入！

/
/
/
/ 歡迎前來參觀並考慮加入我們！",每週三下午 4 點在新宿伊勢丹男館 / 每週五下午 5 點在東洋町 Metro Green 購物中心,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0056,3167,1af12321f7e08d6f,保齡球俱樂部,體育（球類）,其他球類運動,"早稻田保齡球俱樂部（WBC）是經過大學批准的保齡球俱樂部，擁有超過60年的歷史。

/
/我們是一個跨校俱樂部，與其他大學的眾多學生進行交流！

/
/作為早稻田大學的成員，我們隸屬於由學生自主運作的關東學生保齡球聯盟。

/
/俱樂部成員參加各種比賽，包括團體賽和個人賽。

/
/2016年，我們迎來了第六個黃金時期，取得了輝煌的成績，例如在夏季關東學生保齡球錦標賽中贏得五人團體賽冠軍，在秋季常規聯賽中贏得五人團體賽冠軍，以及在全日本大學五人團體賽中獲得亞軍。

/
/然而，加入俱樂部無特定的資格或經驗要求！

/
/我們的成員大多是大學期間才開始打保齡球的初學者，所以沒有經驗完全不是問題；事實上，我們非常歡迎您的加入！

/
/我們每週練習大約兩次，並且積極與其他大學（例如慶應義塾大學、東京大學、駒澤大學、專州大學和獨協大學）進行交流，一起練習並組隊參加比賽。

/
/無論你一開始程度如何，或者即使你沒有運動天賦，保齡球都是一項可以不斷進步的運動。

/
/我們的學長學姊會為你解答任何關於保齡球器材、球等方面的疑問！

/
/何不嘗試投出曲球，爭取超過200分呢？

/
/早稻田大學保齡球俱樂部隨時歡迎你的加入，不僅是新生招募期間，而是全年都歡迎！",通常每週一和週四晚上7:00至9:00舉行。地點：（至2023年3月）中野太陽廣場保齡球館，（自2023年4月起）高田馬場大保齡球館,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0057,3168,4970d680e3439198,北極熊冰球俱樂部,體育（球類）,其他球類運動,"早稻田北極熊隊每天都在努力訓練，目標是贏得春季和秋季聯賽以及總決賽的冠軍。

/
/
/
/ 歡迎有經驗的球員加入，也熱烈歡迎初學者！ （有經驗的球員會提供一對一指導！）我們認真對待每週兩次的訓練，但訓練結束後，氣氛非常友好輕鬆。我們正在招募球員和教練。請關注我們的社群媒體帳號，例如Instagram和Twitter，我們會定期發布比賽結果和日常動態！

/
/
/
/ 讓我們一起創造大學生活中最美好的回憶吧！",每週四 / 21:00-23:30 / 三井不動產冰上公園船橋,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0058,3164,177ac34ee0e54c67,乒乓球社（WTTS）,體育（球類）,其他球類運動,WTTS是早稻田大學唯一官方認可的乒乓球俱樂部，至今已成立58年！我們歡迎所有程度的乒乓球愛好者，無論您是初學者還是高中聯賽老將，我們都能滿足您的需求！我們每週訓練2-3次，舉辦豐富多彩的活動，讓您在輕鬆而又不失認真的氛圍中享受乒乓球的樂趣！我們也配備了專業的指導老師，為初學者提供指導，讓您安心無憂！我們擁有許多比賽機會，例如參加在各地舉辦的公開賽、「首都大戰」（東京都立大學乒乓球錦標賽，東京都各大學俱樂部齊聚一堂）以及「俱樂部內部對抗賽」（決出俱樂部最強選手）！ WTTS也獲得了日本女子大學的官方認可和附屬資格，因此其他大學的女性學生和同學可以放心加入，我們非常歡迎！對於早稻田大學的學生來說，這也是認識其他大學同學的絕佳機會！在這裡，您可以結識各種各樣的人！我們也十分重視各項活動。在四月份的新會員招募期間，我們會舉辦賞櫻、燒烤、橫濱港未來區週邊遊覽等精彩活動，春夏季還會組織滑雪旅行和為期一周的訓練營，保證您在乒乓球之外也能收穫許多美好的回憶！加入WTTS，定能豐富您的大學生活！我們隨時歡迎新會員加入，請隨時前來參觀！,每週四、週二或週五下午 3 點或 6 點左右開始 / 學生會大樓 E408 / 新宿宇宙體育中心等。,Circle 網站已關閉,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0059,3422,15a682006fffcdf9,運動愛好者,體育（球類）,其他球類運動,"運動愛好者社成立於1972年，是個歷史悠久的社團，至今已傳承42代。

//我們每週二和週五在早稻田大學附近的體育館進行籃球和排球活動。

//時間可能會有所調整，但通常為下午5點至7點，籃球和排球各一小時，持續兩小時。

//我們社團裡既有經驗豐富的球員，也有很多初學者，所以我們秉承運動愛好者社「玩得開心最重要」的原則，在輕鬆愉快的氛圍中，就像在上高中體育課一樣。大家玩得非常開心，活動期間總是充滿歡笑！

//男女比例大致為50/50，作為校際社團，我們也熱烈歡迎其他大學的學生加入。

//何不加入運動愛好者社，一起打籃球或排球呢？我們期待你的加入！",每週二、五/下午5點/富山日出,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0060,3419,92a81deacb8a4235,慕尼黑手球俱樂部,體育（球類）,其他球類運動,慕尼黑手球俱樂部是手球愛好者的天堂！性別和年級都不重要！我們歡迎來自其他大學和職業學校的學生，我們友善熱情的氛圍是吸引大家的一大亮點。在春季和秋季聯賽中，我們屢創佳績，戰勝過其他大學。我們沒有固定的先發陣容；每個人都有機會上場，我們為團隊合作贏得比賽而感到自豪！我們也歡迎初學者和中斷一段時間後重返賽場的朋友們！在大學假期期間，我們會舉辦夏令營、二、三年級學生的暑期旅行、滑雪營和春訓營——我們非常享受這些活動！每週一次的訓練安排恰到好處，我們彼此關係非常親密，經常一起外出吃飯或聚會！我們全年都在招募新成員，並非只在新成員招募期才開放。如果你想嘗試手球，歡迎來東伏見加入我們！,每週一 / 下午 6 點 - 晚上 9 點 / 東伏見體育館,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0061,3423,6ffab430d5c48755,棒球俱樂部,體育（球類）,其他球類運動,我們提供五項運動：棒球、籃球、足球、網球和排球，每月每項運動各一次訓練。我們是早稻田大學最大的綜合運動社團。社團氛圍友善輕鬆。此外，我們每年舉辦七次集訓，活動豐富多彩。這些大型集訓是大型社團的典型特徵，總是充滿樂趣。棒球方面，我們每年參加早稻田聯賽和聯合錦標賽；排球和籃球方面，我們每年與其他兩個社團聯合舉辦名為「早稻田老將盃」的比賽，以展示我們日常訓練的成果。所有活動都比較輕鬆，即使是只想進行一些輕度運動的人或不擅長運動的人也能樂在其中。此外，我們是一個歷史悠久的社團，擁有37代成員，每年都會舉辦校友聚會，屆時您可以向已成為職場人士的前輩成員請教求職方面的問題。,不定期,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0062,3421,cc16b44a6dddac33,壁球俱樂部,體育（球類）,其他球類運動,早稻田大學壁球俱樂部，簡稱“Hayasuka”，是早稻田大學唯一的壁球俱樂部。由於大多數人都是在大學才開始接觸壁球，所以我們的成員大多是初學者。俱樂部所有成員均為早稻田大學學生，當然，您也可以同時加入其他社團！練習時間靈活，您可以隨時加入，我們也鼓勵您以輕鬆的心態參與！除了日常練習外，Hayasuka還會舉辦各種活動，例如燒烤和聖誕派對。其中最精彩的莫過於每年九月舉辦的夏季訓練營。訓練營的住宿地點就在海邊，大家可以在享受夏日樂趣的同時練習壁球！此外，Hayasuka在壁球方面也取得了不俗的成績，許多成員都曾參加過全國錦標賽。無論您是想認真鑽研壁球，還是只想和大家一起享受各種活動，早稻田大學壁球俱樂部都是您的理想之選！,每週一、三、四、五下午3點至6點 / 阿佐谷市白金台赤羽,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0063,3169,31fead7830fd38a7,飛龍板球俱樂部,體育（球類）,其他球類運動,"飛龍板球俱樂部是早稻田大學唯一的板球俱樂部！我們的男女隊都曾獲得全日本大學生板球錦標賽冠軍。我們認真對待這項運動，同時也秉持著「享受每一天」的理念。目前俱樂部共有71名成員，我們歡迎經驗豐富的球員以及想要在大學開始一項新運動的初學者加入。

我們每週訓練三次（週三、週五和週日），但並非強制參加。您可以根據自己的步調進行訓練，輕鬆平衡學業和兼職工作。我們引以為傲的是我們緊密團結的社群，無論年級或性別。即使沒有訓練日，我們也會一起吃午飯，除了板球之外，我們還會舉辦許多活動，例如訓練營、迪士尼樂園之旅和飛鏢比賽。

我們也有國際學生，板球運動本身就為國際交流提供了絕佳的機會，這也是板球運動的另一個主要魅力。此外，我們也有很多機會與其他大學和成人板球隊進行交流互動。如果您有興趣，歡迎前來觀看訓練或活動！我們會在社群媒體（Instagram 等）上發布最新資訊。所有隊員和教練都期待新成員的加入！",週三/下午1:30/高田馬場；週五/全天/早稻田；週日/下午1:00/北千住,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0064,3165,443e94ef46073a83,羽毛球俱樂部,體育（非球類）,羽毛球,我們是官方認可的大學社團！所有早稻田大學的學生，無論初學者或經驗豐富的球員，都樂於一起練習羽球。除了羽球之外，我們還有許多其他活動，例如春季迎新活動和夏季燒烤！我們每年還會舉辦兩次集訓！每年都有超過100人參加集訓，度過充實的一週。我們在學生會大樓裡還擁有自己的社團活動室！我們的主要活動場地包括江東區體育館、赤羽體育館、戶田市體育中心和和光市綜合體育館。我們主要的年度活動如下：4月：迎新派對；5月：迎新活動、早稻田-慶應棒球比賽觀賽；6月：單打比賽；8月：混雙比賽、夏季集訓；9月：團體賽；10月：現任執行委員會的告別派對；11月：雙打比賽；12月：春季雙打比賽； （1月和7月因考試暫停活動。）還有很多精彩內容無法在此一一列舉！當然，我們也會與其他俱樂部進行比賽！由於我們是一個大型團體，所以有很多機會可以認識新朋友。歡迎來參加我們的訓練課程！,每週一至兩次 / 江東區運動中心、赤羽體育館、戶田市體育中心、和光市綜合體育館等。,Circle 網站已關閉,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0065,3551,2122e49afb2516a1,羽毛球俱樂部 J-Birds,體育（非球類）,羽毛球,J-Birds羽球俱樂部是早稻田大學所澤校區唯一的羽球俱樂部！我們擁有各個程度的會員，從初學者到專家，無論程度高低，大家都會一起練習！我們每天都會進行訓練，備戰每年舉辦兩次的早稻田大學校際錦標賽（簡稱「DaCup」），以及關東羽球協會（UBF）舉辦的比賽和其他地區性賽事。除了日常訓練，我們還會舉辦各種活動，例如J-Cup比賽、J-Birds內部友誼賽、每年三次的集訓營，以及會員們策劃的其他活動。我們是一個氛圍輕鬆友好、充滿活力的俱樂部，既有認真認真的會員，也有休閒娛樂的會員，所以每個人都能在這裡找到樂趣！,每週二、四、六下午 4:00 / 所澤校區體育館,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0066,3171,a200bddca3f1691c,Choco Let's,體育（非球類）,羽毛球,ChocoLet's 是一個早期稻田大學的羽球俱樂部，我們禁止飲酒，男女比例為 1:1，初學者和經驗豐富的球員比例也為 1:1。我們有很多初學者，經驗豐富的球員也都很友善樂於助人，所以即使你以前從未打過羽毛球，但只要你對羽毛球稍感興趣，都歡迎來參加我們的歡迎練習！我們的日常練習以雙打為主，不像其他俱樂部那樣安排跑步或強制性訓練！我們的理念是“想打球就來”，所以你可以輕鬆地在繁忙的學院或其他社團活動之餘安排時間！此外，我們的日常練習地點都在大學附近（主要在理工學院附近），所以你不用擔心交通費用或時間安排！除了羽毛球，我們還會舉辦聖誕派對和運動會等活動，如果你有興趣，請訪問我們的網站！,每週約兩天，從週二、週三、週五和週日/從晚上到深夜/在高田馬場附近的體育館。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0067,3420,51797a23f2999b20,青年羽毛球俱樂部,體育（非球類）,羽毛球,我們每週練習一到兩次。我們也有很多季節性活動，而且所有成員相處得都非常好！,暫無相關資訊。,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0068,3196,5f562a686f4efb15,競技交誼舞社（WBDC）,體育（非球類）,舞蹈,"社交舞 + 運動 = 競技舞蹈？

/
/
/
/男女翩翩起舞的畫面，宛如電影場景！只要一眼，你就會為之傾倒！

/
/既然是“比賽”，自然少不了各種賽事。早稻田大學競技舞蹈社在關東地區和全國比賽中都取得了優異的成績。

/
/全國大賽上，來自日本各地的大學齊聚一堂，展開激烈角逐！

/
/據校友反映，參加競技舞蹈社對求職大有裨益…

/
/
//你還能認識其他大學的舞伴！

/
/即使你無舞蹈經驗，也完全沒問題！我們社團99%的成員都是從大學開始接觸競技舞蹈的。

/
/即使你無經驗，競技舞蹈社也是一個可以讓你認真追求勝利的地方！

/

/

/
/比賽時穿著的華麗禮服和燕尾服也是競技舞蹈社的一大亮點！

/
/您可以穿上平常不會穿的禮服和燕尾服。

/
/我們的成員會攜帶單眼相機參加比賽，所以您可以拍到很多精彩的照片！

/

/
/標準舞優雅，如同在舞會上翩翩起舞。拉丁舞則表達了濃烈的愛與激情。

/
/參加競技舞可以改善您的體態；男士會更儀態大方，女士則會擁有健美勻稱的身材！

/

/
/早稻田大學競技舞社擁有80年的悠久歷史！何不加入早稻田大學競技舞社，與社團成員一起熱情起舞，共度美好大學時光呢？

/
/歡迎您隨時前來觀摩練習！","練習時間：每週二在共立女子大學

/
/
/
/
/
/
/
/ 自主練習：

/
/
/
每週四和週六在共立女子大學

/
/
/
隨時在學生會大樓",無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0069,3755,20c9afdb03cc95a5,早稻田大學阿波舞蹈團，早稻田蓮 [Team A.W.A],體育（非球類）,舞蹈,我們是早稻田蓮，隸屬於關東學生聯合聯盟，與慶應義塾大學、上智大學、中央大學、東京理科大學、明治大學、東洋大學和橫濱國立大學等大學一起，參加在德島、高塚寺等地舉辦的阿波舞祭。我們的成員來自世界各地，不僅限於德島，我們歡迎所有人加入，無論您是經驗豐富的舞者，還是從未體驗過阿波舞的新手，亦或是想要結識其他大學或家鄉的朋友！何不加入我們，一起參與阿波舞－日本最具代表性的盂蘭盆節之一？,非正式/學生會,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
C0070,3450,adbcaea20f5561c0,早稻田大學 Breakerz (W.U.B),體育（非球類）,舞蹈,"W.U.B.是早稻田大學歷史最悠久的街舞社團，今年迎來成立41週年。我們通常在舞蹈室和學生宿舍進行練習，專注於特定的舞種。與其他社團不同，我們社團成員不會同時涉獵多種舞種，因此您可以專注於精進自己喜愛的舞種。我們也提供專業舞者的課程，幫助初學者和經驗豐富的舞者提升舞技。 W.U.B.不僅在活動前會安排練習日，還會定期進行日常練習，讓成員們有機會一起練習基本技巧和其他日常訓練。我們在街舞比賽和表演賽中都表現出色，為成員們提供了豐富的參與機會。

除了早稻田文化節之外，我們還會舉辦個人表演和社團活動，並參與校外活動，讓您盡情享受舞蹈的樂趣。我們也是六校街舞聯盟的成員，參加早稻田-慶應街舞對抗賽和全日本街舞錦標賽等賽事。

在這個社團裡，您可以自由地追求自己喜愛的舞種。歡迎體驗W.U.B.獨有的氛圍，輕鬆自在與沈穩內斂的完美融合！

四月：迎新之旅

五月：迎新營

六月：早稻田大學對慶應義塾大學的比賽

七月：新生介紹會

八月：夏日之夜

九月：夏日營、六校聯盟

十一月：早稻田祭

十二月：告別演出

二月：冬日之夜

三月：全日本

不定期：社團對抗賽（每3-4個月一次）",每週一、三、五 / 19:00-21:00 / 學生會大樓，工作室,無,google_translate_zh_tw,llm_reviewed,Google Sheets GOOGLETRANSLATE zh-TW draft; structurally checked and normalized for Cantonese/Traditional Chinese site use.
